% 1. Title: Tweet NLP Database
% 
% 2. Sources:
%      (a) Creator: Y. Kang and Z. Wang
%      (b) Date: Feb, 2016
@RELATION NLP_project

@ATTRIBUTE first_person_pronouns  NUMERIC
@ATTRIBUTE second_person_pronouns  NUMERIC
@ATTRIBUTE third_person_pronouns  NUMERIC
@ATTRIBUTE coordinating_conjunctions  NUMERIC
@ATTRIBUTE past_tense_verbs  NUMERIC
@ATTRIBUTE future_tense_verbs  NUMERIC
@ATTRIBUTE commas  NUMERIC
@ATTRIBUTE colons_and_semicolons  NUMERIC
@ATTRIBUTE dashes  NUMERIC
@ATTRIBUTE parentheses  NUMERIC
@ATTRIBUTE ellipses  NUMERIC
@ATTRIBUTE common_nouns  NUMERIC
@ATTRIBUTE proper_nouns  NUMERIC
@ATTRIBUTE adverbs  NUMERIC
@ATTRIBUTE wh_words  NUMERIC
@ATTRIBUTE modern_slang_acroynms  NUMERIC
@ATTRIBUTE all_upper_case_words  NUMERIC
@ATTRIBUTE avg_sentence_len NUMERIC
@ATTRIBUTE avg_token_len NUMERIC
@ATTRIBUTE n_sentences NUMERIC
@ATTRIBUTE tclass {0, 4}

@DATA 
0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,7.0,5.14285714286,1,0
3,0,0,2,0,0,1,0,0,0,1,5,1,1,0,0,0,12.5,4.5652173913,2,0
0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8.0,4.25,1,0
2,1,0,1,1,0,2,0,0,0,0,2,0,1,0,0,0,15.0,4.0,1,0
0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,8.0,4.28571428571,1,0
1,0,0,1,0,0,0,0,0,0,2,6,1,1,0,0,3,5.75,3.86363636364,4,0
2,0,0,0,2,0,0,0,0,0,0,5,0,2,0,0,0,19.0,3.63157894737,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.125,1,0
0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,2,6.5,5.83333333333,2,0
1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,6.5,3.66666666667,2,0
0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,1,11.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10.0,4.9,1,0
1,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,12.0,4.72727272727,1,0
1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,8.0,4.85714285714,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.0,4.11111111111,2,0
0,0,0,1,0,0,0,0,0,2,1,8,0,2,0,0,3,7.0,3.6,3,0
1,0,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,6.5,4.25,2,0
1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,10.0,4.44444444444,1,0
2,1,1,1,2,0,0,0,0,0,0,6,0,3,0,0,0,11.0,4.0,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0,5.6,1,0
3,1,0,1,0,0,2,0,0,0,0,2,1,4,0,0,0,12.0,3.8,2,0
2,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,10.0,4.8,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.25,1,0
2,0,1,1,1,0,1,0,0,0,0,3,0,1,0,0,0,18.0,4.375,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19.0,3.89473684211,1,0
2,2,0,1,1,0,0,0,0,0,0,6,1,3,0,0,2,11.0,3.38709677419,3,0
5,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,9.66666666667,4.07407407407,3,0
2,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,19.0,3.33333333333,1,0
3,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.69230769231,5,0
3,1,2,2,2,0,0,0,0,0,1,4,0,1,0,0,0,28.0,4.0,1,0
1,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,15.0,5.06666666667,1,0
0,1,0,0,0,0,2,0,0,0,0,6,2,1,1,0,2,20.0,5.88888888889,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7.0,5.85714285714,1,0
2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4.0,3.57142857143,2,0
0,0,2,1,1,0,0,0,0,0,0,5,0,1,1,0,2,10.5,3.90476190476,2,0
0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,13.0,4.58333333333,1,0
3,3,0,1,0,0,0,0,2,0,0,6,1,2,0,0,2,5.2,4.09090909091,5,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,11.0,5.09090909091,1,0
0,0,1,1,1,0,0,0,0,0,1,6,1,0,0,0,2,10.0,4.31578947368,2,0
2,0,1,1,0,0,0,0,0,0,0,3,3,2,1,0,0,21.0,3.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3.0,5.66666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,3.75,1,0
1,0,0,0,1,0,1,0,1,0,0,4,0,0,0,0,0,13.0,4.36363636364,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,3.71428571429,1,0
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,5.0,4.33333333333,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,4.42857142857,1,0
4,0,1,1,1,0,2,0,0,0,2,5,0,3,0,0,2,14.5,3.85185185185,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.0,5.14285714286,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,11.0,4.18181818182,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.5,3.9,2,0
2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,15.0,4.6,1,0
0,1,0,2,0,0,0,0,0,0,1,7,1,1,1,0,5,8.0,4.20833333333,3,0
1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,4.0,5.0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,5.33333333333,1,0
1,1,0,0,0,1,1,0,0,0,0,3,0,2,0,0,0,9.5,3.94117647059,2,0
2,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,10.0,3.22222222222,1,0
2,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,8.0,4.71428571429,2,0
2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,5.5,5.55555555556,2,0
0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,1,9.0,3.55555555556,1,0
1,0,0,0,3,0,0,0,0,0,0,3,1,1,1,0,0,24.0,4.26086956522,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,4.42857142857,1,0
2,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,11.0,5.27272727273,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.0,3.6,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6.0,4.5,1,0
2,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,19.0,3.36842105263,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3.5,8.16666666667,2,0
1,0,0,3,0,1,0,0,0,0,1,6,0,2,0,0,1,12.5,4.12,2,0
2,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,1,13.0,3.69230769231,1,0
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.85714285714,1,0
1,1,0,0,1,0,1,0,0,0,0,4,0,1,1,0,1,7.5,4.0,2,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,5.0,2,0
1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5.0,3.4,1,0
0,0,0,0,0,0,2,0,0,0,0,6,0,1,1,0,0,8.5,4.14285714286,2,0
1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10.0,4.1,1,0
2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,3.33333333333,1,0
1,0,4,0,0,0,0,0,0,0,0,7,1,0,0,0,2,6.0,4.09090909091,4,0
2,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,18.0,3.82352941176,1,0
0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,6.5,3.08333333333,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.33333333333,1,0
1,0,3,1,3,0,0,0,0,0,0,3,1,3,1,0,1,13.0,4.44,2,0
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4.5,4.75,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5.5,3.3,2,0
1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,4.0,2,0
0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,1,9.5,4.89473684211,2,0
3,0,2,0,0,0,1,0,0,0,0,3,1,3,0,0,1,17.0,3.8125,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,3.33333333333,1,0
2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,12.0,3.66666666667,1,0
1,0,0,1,1,0,0,0,0,0,0,7,0,1,0,0,0,10.5,4.05,2,0
2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,8.0,4.28571428571,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.0,1,0
0,0,1,0,1,0,0,0,0,0,2,5,0,2,0,0,0,9.0,4.41666666667,3,0
2,0,0,3,0,0,0,0,0,0,0,6,0,1,0,0,0,9.0,3.9375,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,3.5,5.5,2,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,12.0,3.09090909091,1,0
1,0,0,2,0,0,0,0,0,0,0,9,1,1,0,0,0,11.5,4.31818181818,2,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3.0,4.66666666667,2,0
1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7.0,4.25,2,0
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.0,2.83333333333,1,0
0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,9.0,4.71428571429,1,0
1,1,1,0,0,0,0,1,0,4,0,10,0,1,0,0,0,28.0,4.03703703704,1,0
3,0,0,1,1,0,1,0,0,0,0,2,0,2,0,0,1,13.0,3.33333333333,1,0
0,0,0,1,1,0,0,0,0,0,3,4,0,0,0,0,1,10.0,5.5,2,0
0,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,10.5,3.73684210526,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,6.66666666667,1,0
3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,9.0,4.38888888889,2,0
2,0,0,0,1,1,1,0,0,0,0,5,0,1,0,0,1,9.5,3.70588235294,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5.0,3.0,1,0
1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,12.0,3.66666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.0,7.2,1,0
1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,10.0,3.77777777778,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.33333333333,1,0
3,1,1,0,1,0,1,0,0,0,0,5,2,1,0,0,1,6.6,3.85185185185,5,0
1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,8.0,7.42857142857,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,8.5,1,0
3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,7.5,3.64285714286,2,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0,5.33333333333,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.0,6.66666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.5,3.875,2,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,5.0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,3.66666666667,1,0
2,2,0,1,2,0,0,0,0,0,3,3,0,1,0,0,1,8.5,4.4,2,0
1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,1,8.5,3.625,2,0
1,0,1,0,1,0,0,0,0,0,0,3,1,1,0,0,2,6.5,4.09090909091,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,5.0,2.6,1,0
0,0,2,0,1,0,0,0,0,0,0,6,0,1,1,0,0,18.0,4.44444444444,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.33333333333,1,0
1,0,0,4,4,0,0,0,0,0,0,10,0,1,0,0,3,10.0,3.26666666667,3,0
2,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,8.0,3.30769230769,2,0
2,1,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,6.33333333333,4.29411764706,3,0
0,0,0,0,1,0,0,1,0,0,0,9,0,2,0,0,3,13.5,4.14814814815,2,0
0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,1,12.0,3.91666666667,1,0
2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,6.0,4.36363636364,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,4.2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.33333333333,5.2,3,0
1,0,2,0,1,0,0,0,0,0,0,7,0,3,0,0,0,17.0,4.11764705882,1,0
2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,10.0,3.44444444444,1,0
1,1,0,1,2,0,0,0,0,0,0,6,0,4,0,0,0,25.0,4.0,1,0
1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,8.0,5.26666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,4.6,1,0
1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,14.0,4.21428571429,1,0
0,0,0,1,1,0,0,0,0,0,2,5,3,0,0,0,1,19.0,4.63157894737,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.5,4.75,2,0
0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7.5,4.5,2,0
2,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,7.0,4.25,2,0
3,0,1,0,0,1,1,1,0,0,0,3,0,3,0,0,0,22.0,3.10526315789,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,5.0,1,0
0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,15.0,3.53333333333,1,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,4.5,1,0
2,0,0,2,0,0,2,0,1,0,0,10,1,2,0,0,7,9.66666666667,4.4,3,0
1,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,1,5.5,2.88888888889,2,0
1,0,0,1,3,0,2,0,0,0,0,8,1,2,0,0,1,10.3333333333,4.07692307692,3,0
2,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,6.5,4.66666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3.5,3.28571428571,2,0
0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,9.0,5.5,1,0
0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,6.0,4.6,3,0
2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8.0,3.75,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,4.42857142857,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.5,4.0,2,0
2,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,13.0,4.09090909091,1,0
0,0,0,0,1,0,1,1,1,0,0,3,1,2,0,0,1,8.5,3.91666666667,2,0
1,0,1,2,1,0,0,1,0,0,0,5,0,1,0,0,0,11.0,3.85,2,0
2,1,2,1,1,0,0,0,0,0,0,4,0,1,2,0,2,7.66666666667,3.8,3,0
4,2,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,10.0,4.0,3,0
2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,12.0,4.5,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7.0,2.92307692308,2,0
3,0,0,1,0,1,0,0,0,0,1,3,0,1,0,0,1,21.0,4.09523809524,1,0
0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5.5,5.0,2,0
0,0,0,1,1,0,0,2,1,0,0,7,0,4,0,0,0,17.0,8.13333333333,1,0
0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,10.0,5.71428571429,1,0
1,0,0,2,0,0,1,0,0,0,0,7,1,0,0,0,1,14.0,3.62962962963,2,0
1,0,0,0,2,0,0,3,0,0,0,8,0,1,0,0,0,8.66666666667,4.90909090909,3,0
0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,10.0,5.4,1,0
0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,7.0,6.16666666667,1,0
0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11.0,3.63636363636,1,0
0,2,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,18.0,3.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,5.5,4.5,2,0
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5.0,4.55555555556,2,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.0,4.5,1,0
2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,8.0,3.57142857143,1,0
0,0,0,0,1,0,0,0,0,0,2,4,4,0,0,0,0,16.0,5.0,1,0
1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,1,7.5,4.5,2,0
0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,5.0,4.5,2,0
0,0,0,1,0,0,0,4,0,0,0,5,6,0,0,0,2,16.0,4.125,1,0
0,0,1,0,0,0,0,1,0,0,0,3,0,2,0,0,0,5.66666666667,3.85714285714,3,0
1,2,0,1,1,0,0,0,0,0,1,9,0,0,0,0,0,11.5,5.09090909091,2,0
2,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,6.0,4.125,5,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.5,1,0
1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,10.0,4.05263157895,2,0
4,0,2,0,1,0,0,0,0,0,0,2,0,2,0,0,1,8.0,2.77272727273,3,0
3,0,2,1,0,0,0,0,1,0,0,7,0,0,0,0,0,11.5,3.72727272727,2,0
2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10.0,4.33333333333,1,0
0,1,0,0,1,0,0,0,0,0,0,3,0,1,1,0,1,5.5,4.11111111111,2,0
2,0,1,1,1,0,1,0,0,0,0,5,0,4,1,0,0,14.0,4.11538461538,2,0
1,0,1,1,1,0,0,0,0,0,0,4,0,4,0,0,0,8.66666666667,3.4347826087,3,0
0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,12.0,3.66666666667,1,0
2,1,0,0,0,0,1,1,0,0,0,4,0,1,0,0,1,12.0,4.27272727273,1,0
1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,11.0,4.09090909091,1,0
1,0,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,12.0,3.36363636364,1,0
1,1,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,9.0,4.0,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.0,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,11.0,4.54545454545,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,3.71428571429,1,0
2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,12.0,3.3,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,6.0,5.0,1,0
4,0,1,2,0,0,0,0,0,0,0,6,0,2,0,0,0,13.5,3.96153846154,2,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,3.5,1,0
0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,6.5,4.58333333333,2,0
1,0,3,0,1,0,3,4,0,2,0,6,0,0,0,0,0,9.5,5.82352941176,2,0
2,0,3,0,0,0,2,1,0,0,0,14,1,1,0,0,0,16.5,3.37931034483,2,0
0,3,0,1,0,0,1,0,1,0,0,8,0,3,0,0,0,25.0,4.44,1,0
1,1,3,0,0,0,1,0,0,0,1,7,0,3,1,0,2,10.0,3.71428571429,3,0
2,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,10.5,4.05263157895,2,0
0,0,0,1,0,0,0,1,0,0,0,4,1,3,0,0,3,13.5,4.44,2,0
0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8.0,4.25,1,0
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6.5,4.08333333333,2,0
0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,2,10.0,3.52631578947,2,0
2,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0,1,11.0,4.7,2,0
