% 1. Title: Tweet NLP Database
% 
% 2. Sources:
%      (a) Creator: Y. Kang and Z. Wang
%      (b) Date: Feb, 2016
@RELATION NLP_project

@ATTRIBUTE first_person_pronouns  NUMERIC
@ATTRIBUTE second_person_pronouns  NUMERIC
@ATTRIBUTE third_person_pronouns  NUMERIC
@ATTRIBUTE coordinating_conjunctions  NUMERIC
@ATTRIBUTE past_tense_verbs  NUMERIC
@ATTRIBUTE future_tense_verbs  NUMERIC
@ATTRIBUTE commas  NUMERIC
@ATTRIBUTE colons_and_semicolons  NUMERIC
@ATTRIBUTE dashes  NUMERIC
@ATTRIBUTE parentheses  NUMERIC
@ATTRIBUTE ellipses  NUMERIC
@ATTRIBUTE common_nouns  NUMERIC
@ATTRIBUTE proper_nouns  NUMERIC
@ATTRIBUTE adverbs  NUMERIC
@ATTRIBUTE wh_words  NUMERIC
@ATTRIBUTE modern_slang_acroynms  NUMERIC
@ATTRIBUTE all_upper_case_words  NUMERIC
@ATTRIBUTE avg_sentence_len NUMERIC
@ATTRIBUTE avg_token_len NUMERIC
@ATTRIBUTE n_sentences NUMERIC
@ATTRIBUTE tclass {0, 4}

@DATA 
0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,13.0,3.69230769231,1,0
1,0,1,3,0,1,0,0,0,0,0,7,1,2,0,0,1,6.0,4.07692307692,5,0
0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,2,10.0,4.88888888889,1,0
2,0,1,1,0,0,0,0,0,0,0,8,3,0,0,0,0,28.0,4.07407407407,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.0,3.28571428571,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,11.0,1,0
5,0,2,0,4,2,0,0,0,0,0,1,0,2,0,0,0,8.5,3.38709677419,4,0
1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,12.0,4.08333333333,1,0
0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5.0,8.0,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,4.85714285714,1,0
2,0,0,0,1,0,0,0,0,0,1,6,0,1,1,0,2,6.66666666667,4.15789473684,3,0
1,0,0,0,0,0,2,0,0,0,0,7,0,1,1,0,0,13.0,5.0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,4.14285714286,1,0
1,0,1,3,0,0,0,0,0,0,0,4,0,1,0,0,0,8.33333333333,3.82608695652,3,0
0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,10.0,4.3,1,0
2,0,1,1,2,1,1,0,2,0,0,4,2,3,0,0,4,29.0,3.82142857143,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3.0,4.66666666667,2,0
0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,10.0,5.11111111111,1,0
1,0,0,0,0,0,1,1,0,0,0,6,0,1,0,0,0,15.0,4.46153846154,1,0
1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,7.0,3.5,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,4.0,4.25,1,0
0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,8.0,4.42857142857,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,1,0
3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0,4.66666666667,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.5,5.14285714286,2,0
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,3.2,1,0
1,0,0,1,1,0,0,0,0,0,0,3,0,2,0,0,1,7.0,5.30769230769,2,0
3,0,1,0,1,0,0,0,0,0,0,4,1,2,1,0,0,6.0,3.73333333333,3,0
4,1,1,1,4,0,0,0,0,0,1,5,0,3,1,0,0,28.0,3.71428571429,1,0
0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,0,13.0,6.08333333333,1,0
1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,5.33333333333,3.92307692308,3,0
1,0,1,1,2,0,0,0,0,0,0,4,0,4,0,0,1,13.0,4.0,2,0
1,0,1,1,0,0,0,0,0,0,0,7,0,1,1,0,0,14.0,3.92592592593,2,0
1,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,17.0,4.52941176471,1,0
0,0,0,2,0,0,2,0,0,0,1,7,0,0,0,0,1,10.5,3.94736842105,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,4.4,1,0
1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,6.5,4.18181818182,2,0
2,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,7.5,4.07692307692,2,0
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,4.5,5.5,2,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,4.66666666667,1,0
3,0,0,1,1,0,0,0,0,0,2,3,1,0,0,0,2,7.33333333333,3.61904761905,3,0
2,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9.0,4.28,3,0
1,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,14.0,3.0,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.0,4.0,1,0
0,0,1,0,1,0,0,1,0,0,1,4,0,0,0,0,0,10.0,5.22222222222,1,0
2,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,2,9.0,3.75,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,2,5.0,4.4,2,0
2,0,0,0,1,0,1,0,0,0,0,5,0,2,0,0,0,7.5,4.0,2,0
0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,10.0,4.5,1,0
0,0,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,8.0,4.06666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.0,5.33333333333,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.5,1,0
0,0,0,1,0,0,1,0,0,0,0,7,0,4,0,0,1,13.0,4.58333333333,2,0
1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,14.0,4.15384615385,1,0
3,0,3,3,2,0,0,0,0,0,0,4,0,3,0,0,0,29.0,3.48275862069,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,3.0,4.66666666667,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,3.25,4.22222222222,4,0
0,0,0,0,2,0,0,0,2,0,1,5,1,2,0,0,2,7.33333333333,5.15789473684,3,0
3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,12.0,3.81818181818,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,3.66666666667,1,0
1,0,0,1,1,0,0,0,0,0,0,12,0,1,0,0,0,11.5,4.54545454545,2,0
0,1,0,0,1,0,0,0,0,2,0,7,0,1,1,0,1,14.0,4.28,2,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5.5,4.875,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,7.0,4.28571428571,1,0
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,5.25,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4.0,3.75,1,0
5,1,0,1,0,0,0,0,0,0,0,8,0,2,0,0,1,14.0,3.53846153846,2,0
2,0,2,1,1,0,1,0,0,0,0,5,0,2,1,0,1,23.0,4.0,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,5.0,2,0
2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12.0,4.41666666667,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,9.0,3.33333333333,1,0
0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,1,5.0,4.11764705882,4,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,9.0,4.0,1,0
2,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,9.0,3.25,2,0
3,0,1,1,0,0,1,0,0,0,0,3,0,4,0,0,0,8.33333333333,4.09523809524,3,0
1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,3.75,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,4.66666666667,1,0
2,0,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,7.5,3.53846153846,2,0
1,1,0,0,0,0,1,0,1,0,0,3,1,1,0,0,0,14.0,4.15384615385,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,10.0,4.8,1,0
0,0,0,0,0,0,0,1,1,0,0,8,0,1,1,0,1,13.0,5.38461538462,1,0
1,0,4,0,0,0,2,1,0,0,0,7,0,3,0,0,0,15.0,4.28,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,9.0,4.47058823529,2,0
1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,8.0,4.93333333333,2,0
2,0,0,0,1,1,0,1,0,0,1,6,5,0,0,0,5,6.4,3.81481481481,5,0
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.85714285714,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5.0,4.11111111111,2,0
2,0,0,4,0,0,1,0,0,0,0,7,0,2,1,0,1,15.5,3.62068965517,2,0
2,1,0,2,0,0,2,1,0,0,1,2,0,4,0,0,8,13.0,3.30434782609,2,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,10.0,4.66666666667,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,4.875,1,0
0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,6.0,3.8,1,0
0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,13.0,4.53846153846,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.0,5.6,1,0
2,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,15.0,3.4,1,0
2,0,1,1,0,0,1,0,0,0,2,7,0,3,0,0,3,7.5,3.75,4,0
0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,10.0,4.55555555556,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5.5,4.8,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,4.25,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12.0,4.25,1,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.5,3.4,2,0
1,0,0,0,0,0,0,1,1,0,1,6,0,0,0,0,2,9.0,4.35294117647,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,14.0,4.69230769231,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,5.0,1,0
2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6.0,3.0,2,0
1,0,2,0,3,0,0,0,0,0,1,3,0,0,1,0,1,7.33333333333,3.55,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,13.0,4.07692307692,1,0
2,1,0,2,0,0,2,1,0,0,1,2,0,4,0,0,8,9.0,3.30434782609,3,0
2,0,1,2,0,0,1,0,0,0,0,3,0,1,0,0,0,21.0,3.9,1,0
1,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,1,6.0,4.58333333333,2,0
0,0,1,0,0,0,0,1,0,0,0,8,1,0,0,0,1,24.0,4.10526315789,1,0
2,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,1,14.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,7.0,3.71428571429,1,0
3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,19.0,5.52631578947,1,0
0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,9.0,4.33333333333,1,0
1,0,3,0,2,0,1,0,0,0,0,4,0,2,0,0,0,9.0,4.73913043478,3,0
1,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,1,12.0,3.7,1,0
2,0,1,1,1,1,0,0,0,0,0,4,0,2,0,0,0,25.0,2.96,1,0
1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,12.0,5.41666666667,1,0
0,0,1,1,0,0,1,1,0,0,0,8,0,0,0,0,2,9.33333333333,3.95652173913,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,7.0,4.33333333333,1,0
0,2,0,1,0,0,2,0,0,0,0,7,1,0,0,0,1,17.0,4.9375,1,0
1,2,0,1,1,0,0,0,0,0,0,6,1,2,0,0,17,11.5,4.13043478261,2,0
0,0,0,2,1,0,1,0,0,0,0,9,0,1,0,0,1,27.0,4.28,1,0
0,0,1,2,1,0,2,0,0,0,1,5,0,3,0,0,1,6.75,3.82608695652,4,0
3,0,0,1,1,0,0,0,0,0,0,4,2,0,0,0,0,11.0,3.85,2,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4.5,3.625,2,0
3,0,1,2,1,0,0,0,0,0,0,2,0,3,0,0,1,21.0,3.71428571429,1,0
0,0,1,0,0,0,1,1,0,0,0,9,0,2,0,0,0,29.0,4.07407407407,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,16.0,4.75,1,0
3,0,0,1,0,0,0,0,0,0,0,2,2,4,0,0,1,6.66666666667,3.72222222222,3,0
3,0,1,1,2,0,1,1,0,0,0,5,0,1,0,0,0,23.0,4.63636363636,1,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,6.0,1,0
1,0,1,1,1,0,0,0,0,0,0,5,2,1,1,0,1,11.5,4.13636363636,2,0
1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,1,7.0,3.08333333333,2,0
0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,2,6.0,4.08333333333,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6.0,5.0,1,0
2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.0,3.8,1,0
0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,12.0,3.86363636364,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,6.0,1,0
1,0,5,1,0,0,1,0,0,0,1,4,0,1,1,0,1,10.3333333333,3.75,3,0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,6.0,3.83333333333,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6.0,3.3,2,0
2,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,15.0,3.53333333333,1,0
1,0,0,1,0,0,0,0,0,0,1,6,1,3,0,0,1,8.66666666667,4.125,3,0
0,0,0,2,3,0,0,0,0,0,0,3,1,4,0,0,0,10.5,4.35,2,0
3,0,0,0,1,0,1,2,0,0,2,7,0,1,2,0,0,12.5,4.5652173913,2,0
1,0,0,1,0,0,3,0,0,0,0,7,0,2,0,0,0,21.0,4.66666666667,1,0
1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3.66666666667,4.44444444444,3,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.33333333333,1,0
0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,5.5,6.6,2,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,8.0,4.0,1,0
2,0,0,1,0,0,0,0,0,0,0,5,1,2,1,0,0,14.5,3.14814814815,2,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3.66666666667,4.11111111111,3,0
2,0,1,1,0,0,0,0,0,0,0,4,0,2,1,0,0,20.0,4.38888888889,1,0
2,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,7.5,3.93333333333,2,0
0,0,0,1,0,1,2,0,0,0,0,3,1,1,0,0,0,7.0,4.8125,3,0
4,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,23.0,4.0,1,0
2,0,2,1,1,0,0,0,0,0,0,3,0,2,0,0,1,7.0,4.36842105263,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7.0,4.25,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,6.5,1,0
3,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,7.5,3.64285714286,2,0
0,0,0,0,0,0,2,0,0,0,3,16,0,2,0,0,3,7.66666666667,4.52173913043,3,0
0,1,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,17.0,4.3125,1,0
0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,7.0,5.08333333333,2,0
0,0,0,2,0,0,0,1,1,0,0,3,2,2,0,0,0,10.0,3.9375,2,0
1,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,3,5.0,3.57142857143,3,0
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,4.5,5.0,2,0
3,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,7.0,3.93333333333,3,0
5,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,13.5,3.92307692308,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3.5,3.28571428571,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.5,5.28571428571,2,0
1,0,2,0,0,0,0,0,0,0,3,3,0,2,0,0,2,10.0,4.15,2,0
0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,5.5,4.1,2,0
1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.5,3.45454545455,2,0
2,0,1,2,0,0,1,0,1,0,2,2,0,3,0,0,0,23.0,4.85714285714,1,0
1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,8.0,4.33333333333,1,0
2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,18.0,4.55555555556,1,0
2,0,0,2,2,0,0,0,0,0,2,8,1,0,0,0,1,28.0,4.07407407407,1,0
2,0,0,1,3,0,0,0,0,0,0,3,0,0,1,0,0,26.0,3.76923076923,1,0
0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,3,5.5,4.52631578947,4,0
2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,12.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.0,5.4,1,0
1,0,1,0,0,0,0,0,0,0,1,2,0,3,0,0,2,6.0,3.81818181818,2,0
1,2,0,0,1,0,2,1,0,0,0,6,1,1,0,0,0,11.0,4.77777777778,2,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,2.66666666667,1,0
1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,9.0,3.625,1,0
0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,6.0,5.8,1,0
3,2,0,1,3,0,1,0,0,0,0,7,0,2,0,0,0,7.0,4.5,4,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,2.25,1,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4.0,9.0,1,0
2,0,1,0,2,0,0,0,0,0,0,7,0,2,0,0,0,10.0,4.05263157895,2,0
0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,1,6.75,3.95833333333,4,0
2,0,1,1,3,0,0,1,0,0,0,3,0,0,1,0,0,16.0,4.125,1,0
2,1,0,0,1,0,0,0,0,2,0,4,0,1,0,0,0,18.0,3.77777777778,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.0,4.6,1,0
2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,7.5,4.46666666667,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.4,1,0
1,0,1,1,0,0,0,0,0,0,0,6,0,2,0,0,0,15.0,4.73333333333,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,9.0,4.75,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.0,4.66666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.0,7.14285714286,2,0
1,0,1,0,1,0,0,1,0,0,0,8,0,0,0,0,2,18.0,3.38888888889,1,0
